date;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;pH;sulphates;density;wine type;alcohol;quality;store type;country
20-04-2022;8.7;0.82;0.02;1.2;0.07;36;48;3.2;0.58;0.9952;red;9.8;medium;store;EE.UU.
20-04-2022;13;0.32;0.65;2.6;0.093;15;47;3.05;0.61;;red;10.6;medium;restaurant;EE.UU.
20-04-2022;10.5;0.28;0.51;1.7;0.08;10;24;3.2;0.89;0.9982;red;9.4;medium;bar;EE.UU.
20-04-2022;10.3;0.5;0.42;2;0.069;21;51;3.16;0.72;;red;11.5;medium;store;EE.UU.
20-04-2022;12.5;0.37;0.55;2.6;0.083;25;68;3.15;0.82;;white;10.4;medium;restaurant;EE.UU.
20-04-2022;11.4;0.36;0.69;2.1;0.09;6;21;3.17;0.62;;white;9.2;medium;bar;EE.UU.
20-04-2022;9.9;0.35;0.55;2.1;0.062;5;14;3.26;0.79;;red;10.6;medium;store;EE.UU.
21-04-2022;9.6;0.68;0.24;2.2;0.087;5;28;3.14;0.6;;white;10.2;medium;bar;EE.UU.
21-04-2022;9.4;0.685;0.11;2.7;0.077;6;31;3.19;0.7;;white;10.1;medium;bar;EE.UU.
21-04-2022;9.3;0.27;0.41;2;0.091;6;16;3.28;0.7;0.998;white;9.7;medium;restaurant;EE.UU.
21-04-2022;9.6;0.68;0.24;2.2;0.087;5;28;3.14;0.6;;white;10.2;medium;restaurant;EE.UU.
21-04-2022;10.6;0.28;0.39;15.5;0.069;6;23;3.12;0.66;;red;9.2;medium;restaurant;EE.UU.
21-04-2022;10.4;0.24;0.49;1.8;0.075;6;20;3.18;1.06;;red;11;medium;restaurant;EE.UU.
22-04-2022;10.2;0.67;0.39;1.9;0.054;6;17;3.17;0.47;0.9976;red;10;medium;restaurant;EE.UU.
22-04-2022;10.2;0.67;0.39;1.9;0.054;6;17;3.17;0.47;;red;10;medium;store;EE.UU.
22-04-2022;10.6;0.36;0.6;2.2;0.152;7;18;3.04;1.06;;white;9.4;medium;store;EE.UU.
22-04-2022;9.4;0.3;0.56;2.8;0.08;6;17;3.15;0.92;;red;11.7;high;store;EE.UU.
22-04-2022;10.6;0.36;0.59;2.2;0.152;6;18;3.04;1.05;;red;9.4;medium;store;EE.UU.
22-04-2022;10.6;0.44;0.68;4.1;0.114;6;24;3.06;0.66;;red;13.4;medium;restaurant;EE.UU.
23-04-2022;10.2;0.645;0.36;1.8;0.053;5;14;3.17;0.42;;red;10;medium;bar;EE.UU.
23-04-2022;11.6;0.32;0.55;2.8;0.081;35;67;3.32;0.92;10.002;white;10.8;high;restaurant;EE.UU.
23-04-2022;9.3;0.39;0.4;2.6;0.073;10;26;3.34;0.75;;red;10.2;medium;restaurant;EE.UU.
24-04-2022;6.5;0.39;0.23;8.3;;28;91;3.44;0.55;0.9952;white;12.1;medium;bar;EE.UU.
24-04-2022;7.2;0.34;0.32;2.5;0.09;43;113;3.32;0.79;0.9966;red;11.1;medium;store;EE.UU.
24-04-2022;9.2;0.41;0.5;2.5;0.055;12;25;3.34;0.79;;red;13.3;high;store;EE.UU.
24-04-2022;8.9;0.4;0.51;2.6;0.052;13;27;3.32;0.9;;red;13.4;high;bar;EE.UU.
24-04-2022;7.8;0.52;0.25;1.9;0.081;14;38;3.43;0.65;;white;9;medium;store;EE.UU.
24-04-2022;10.7;0.35;0.53;2.6;0.07;5;16;3.15;0.65;0.9972;white;11;high;bar;EE.UU.
24-04-2022;8.7;0.69;0.31;3;0.086;23;81;3.48;0.74;;red;11.6;medium;bar;EE.UU.
24-04-2022;9.3;0.775;0.27;2.8;0.078;24;56;3.31;0.67;;red;10.6;medium;store;EE.UU.
24-04-2022;10.7;0.35;0.53;2.6;0.07;5;16;3.15;0.65;0.9972;white;11;high;store;EE.UU.
25-04-2022;8.7;0.69;0.31;3;0.086;23;81;3.48;0.74;;red;11.6;medium;store;EE.UU.
25-04-2022;10.4;0.44;0.73;6.55;0.074;38;76;3.17;0.85;;red;12;high;restaurant;EE.UU.
25-04-2022;7.8;0.52;0.25;1.9;0.081;14;38;3.43;0.65;;white;9;medium;restaurant;EE.UU.
25-04-2022;10.4;0.44;0.73;6.55;0.074;38;76;3.17;0.85;0.999;white;12;high;store;EE.UU.
26-04-2022;10.5;0.24;0.42;1.8;0.077;6;22;3.21;1.05;;red;10.8;high;bar;EE.UU.
26-04-2022;10.5;0.26;0.47;1.9;0.078;6;24;3.18;1.04;;white;10.9;high;restaurant;EE.UU.
26-04-2022;10.2;0.49;0.63;2.9;0.072;10;26;3.16;0.78;;white;12.5;high;bar;EE.UU.
27-04-2022;13.3;0.29;0.75;2.8;0.084;23;43;3.04;0.68;;red;11.4;high;restaurant;EE.UU.
27-04-2022;10.7;0.4;0.48;2.1;0.125;15;49;3.03;0.81;0.998;red;9.7;medium;store;EE.UU.
27-04-2022;10.5;0.51;0.64;2.4;0.107;6;15;3.09;0.66;;white;11.8;high;store;EE.UU.
27-04-2022;10.5;0.51;0.64;2.4;0.107;6;15;3.09;0.66;;red;11.8;high;bar;EE.UU.
27-04-2022;10;0.59;0.31;2.2;0.09;26;62;3.18;0.63;;white;10.2;medium;bar;EE.UU.
27-04-2022;10.4;0.24;0.46;1.8;0.075;6;21;3.25;1.02;;white;10.8;high;restaurant;EE.UU.
27-04-2022;11.2;0.67;0.55;2.3;0.084;6;13;3.17;0.71;;white;9.5;medium;restaurant;EE.UU.
27-04-2022;10;0.59;0.31;2.2;0.09;26;62;3.18;0.63;;red;10.2;medium;bar;EE.UU.
27-04-2022;12.4;0.42;0.49;4.6;0.073;19;43;3.02;0.61;;red;9.5;medium;bar;EE.UU.
28-04-2022;12.5;0.6;0.49;4.3;0.1;5;14;3.25;0.74;1.001;white;11.9;medium;restaurant;EE.UU.
28-04-2022;8.5;0.655;0.49;6.1;0.122;34;151;3.31;1.14;;red;9.3;medium;store;EE.UU.
28-04-2022;10.9;0.21;0.49;2.8;0.088;11;32;3.22;0.68;;white;11.7;medium;restaurant;EE.UU.
28-04-2022;7.3;0.365;0.49;2.5;0.088;39;106;3.36;0.78;;white;11;medium;restaurant;EE.UU.
28-04-2022;10.4;0.61;0.49;2.1;0.2;5;16;3.16;0.63;;red;8.4;low;restaurant;EE.UU.
01-05-2022;9.8;0.25;0.49;2.7;0.088;15;33;3.42;0.9;;red;10;medium;bar;EE.UU.
01-05-2022;8.2;0.39;0.49;2.3;0.099;47;133;3.38;0.99;;red;9.8;medium;store;EE.UU.
01-05-2022;9.2;0.43;0.49;2.4;0.086;23;116;3.23;0.64;;white;9.5;medium;restaurant;EE.UU.
01-05-2022;7.6;0.41;0.49;2;0.088;16;43;3.48;0.64;0.998;white;9.1;medium;bar;EE.UU.
01-05-2022;9.3;0.4;0.49;2.5;0.085;38;142;3.22;0.55;;red;9.4;medium;restaurant;EE.UU.
02-05-2022;10.4;0.64;0.24;2.8;0.105;29;53;3.24;0.67;;white;9.9;medium;restaurant;EE.UU.
02-05-2022;7.3;0.365;0.49;2.5;0.088;39;106;3.36;0.78;;red;11;medium;restaurant;EE.UU.
03-05-2022;9.9;0.63;0.24;2.4;0.077;6;33;3.09;0.57;;white;9.4;medium;store;EE.UU.
03-05-2022;7;0.38;0.49;2.5;0.097;33;85;3.39;0.77;;white;11.4;medium;bar;EE.UU.
03-05-2022;8.2;0.42;0.49;2.6;0.084;32;55;3.34;0.75;;white;8.7;medium;store;EE.UU.
03-05-2022;11.9;0.38;0.49;2.7;0.098;12;42;3.16;0.61;;red;10.3;medium;restaurant;EE.UU.
03-05-2022;9.1;0.22;0.24;2.1;0.078;1;28;3.41;0.87;0.999;red;10.3;medium;restaurant;EE.UU.
03-05-2022;11.9;0.38;0.49;2.7;0.098;12;42;3.16;0.61;;red;10.3;medium;bar;EE.UU.
04-05-2022;10;;0.24;2.7;0.102;13;32;3.28;0.56;;white;10;medium;restaurant;EE.UU.
04-05-2022;10.3;0.27;0.24;2.1;0.072;15;33;3.22;0.66;;white;12.8;medium;bar;EE.UU.
05-05-2022;9.9;0.63;0.24;2.4;0.077;6;33;3.09;0.57;;red;9.4;medium;restaurant;EE.UU.
05-05-2022;9.1;0.22;0.24;2.1;0.078;1;28;3.41;0.87;;red;10.3;medium;restaurant;EE.UU.
05-05-2022;12.9;0.35;0.49;5.8;0.066;5;35;3.2;0.66;;white;12;high;bar;EE.UU.
05-05-2022;8.1;0.825;0.24;2.1;0.084;5;13;3.37;0.77;;white;10.7;medium;store;EE.UU.
06-05-2022;11.2;0.5;0.74;5.15;0.1;5;17;3.22;0.62;;white;11.2;medium;bar;EE.UU.
06-05-2022;9.2;0.59;0.24;3.3;0.101;20;47;3.26;0.67;0.9988;red;9.6;medium;bar;EE.UU.
06-05-2022;9.5;0.46;0.49;6.3;0.064;5;17;3.21;0.73;0.9988;red;11;medium;restaurant;EE.UU.
06-05-2022;9.3;0.715;0.24;2.1;0.07;5;20;3.12;0.59;0.9966;red;9.9;medium;restaurant;EE.UU.
07-05-2022;7.5;0.55;0.24;2;0.078;10;28;3.45;0.78;;red;9.5;medium;restaurant;EE.UU.
07-05-2022;10.6;0.31;0.49;2.5;0.067;6;21;3.26;0.86;;white;10.7;medium;bar;EE.UU.
07-05-2022;12.4;0.35;0.49;2.6;0.079;27;69;3.12;0.75;;white;10.4;medium;store;EE.UU.
07-05-2022;11.2;0.66;0.24;2.5;0.085;16;53;3.06;0.72;;white;11;medium;bar;EE.UU.
07-05-2022;14.3;0.31;0.74;1.8;0.075;6;15;2.86;0.79;;white;8.4;medium;bar;EE.UU.
07-05-2022;9.1;0.47;0.49;2.6;0.094;38;106;3.08;0.59;0.9982;red;9.1;medium;store;EE.UU.
08-05-2022;9;0.53;0.49;1.9;0.171;6;25;3.27;0.61;;white;9.4;medium;bar;EE.UU.
08-05-2022;6.8;0.51;0.01;2.1;0.074;9;25;3.33;0.56;;white;9.5;medium;restaurant;EE.UU.
08-05-2022;9.4;0.43;0.24;2.8;0.092;14;45;3.19;0.73;0.998;red;10;medium;restaurant;EE.UU.
08-05-2022;9.5;0.46;0.24;2.7;0.092;14;44;3.12;0.74;;white;10;medium;restaurant;EE.UU.
08-05-2022;5;1.04;0.24;1.6;0.05;32;96;3.74;0.62;;red;11.5;medium;restaurant;EE.UU.
09-05-2022;15.5;0.645;0.49;4.2;0.095;10;23;2.92;0.74;;red;11.1;medium;bar;EE.UU.
09-05-2022;15.5;0.645;0.49;4.2;0.095;10;23;2.92;0.74;;red;11.1;medium;store;EE.UU.
10-05-2022;10.9;0.53;0.49;4.6;0.118;10;17;3.07;0.56;;white;11.7;medium;store;EE.UU.
10-05-2022;10.9;0.53;0.49;4.6;0.118;10;17;3.07;0.56;10.002;white;11.7;medium;store;EE.UU.
10-05-2022;15.6;0.645;0.49;4.2;0.095;10;23;2.92;0.74;100.315;red;11.1;medium;restaurant;EE.UU.
11-05-2022;13;0.47;0.49;4.3;0.085;6;47;3.3;0.68;10.021;red;12.7;medium;bar;EE.UU.
11-05-2022;12.7;0.6;0.49;2.8;0.075;5;19;3.14;0.57;;white;11.4;medium;bar;EE.UU.
11-05-2022;9;0.44;0.49;2.4;0.078;26;121;3.23;0.58;;white;9.2;medium;restaurant;EE.UU.
11-05-2022;9;0.54;0.49;2.9;0.094;41;110;3.08;0.61;;white;9.2;medium;restaurant;EE.UU.
12-05-2022;12.7;0.6;0.49;2.8;0.075;5;19;3.14;0.57;;white;11.4;medium;store;EE.UU.
12-05-2022;7.6;0.29;0.49;2.7;0.092;25;60;3.31;0.61;;white;10.1;medium;bar;EE.UU.
12-05-2022;13;0.47;0.49;4.3;0.085;6;47;3.3;0.68;;red;12.7;medium;store;EE.UU.
13-05-2022;6.2;0.36;0.24;2.2;0.095;19;42;3.57;0.57;;white;11.7;medium;bar;EE.UU.
13-05-2022;8.7;0.7;0.24;2.5;0.226;5;15;3.32;0.6;;white;9;medium;restaurant;EE.UU.
13-05-2022;11.5;0.35;0.49;3.3;0.07;10;37;3.32;0.91;;white;11;medium;store;EE.UU.
13-05-2022;9.8;0.5;0.49;2.6;0.25;5;20;3.31;0.79;;white;10.7;medium;restaurant;EE.UU.
13-05-2022;8.7;0.7;0.24;2.5;0.226;5;15;3.32;0.6;;red;9;medium;restaurant;EE.UU.
13-05-2022;6.2;0.36;0.24;2.2;0.095;19;42;3.57;0.57;;red;11.7;medium;restaurant;EE.UU.
14-05-2022;12.3;0.27;0.49;3.1;0.079;28;46;3.2;0.8;;red;10.2;medium;bar;EE.UU.
14-05-2022;10.6;0.34;0.49;3.2;0.078;20;78;3.19;0.7;;red;10;medium;restaurant;EE.UU.
14-05-2022;10.5;0.59;0.49;2.1;0.07;14;47;3.3;0.56;0.9991;white;9.6;low;restaurant;EE.UU.
14-05-2022;10.2;0.24;0.49;2.4;0.075;10;28;3.14;0.61;;white;10.4;medium;bar;EE.UU.
15-05-2022;8.8;0.44;0.49;2.8;0.083;18;111;3.3;0.6;;white;9.5;medium;store;EE.UU.
15-05-2022;9.9;0.5;0.24;2.3;0.103;6;14;3.34;0.52;;red;10;low;bar;EE.UU.
16-05-2022;12.3;0.5;0.49;2.2;0.089;5;14;3.19;0.44;;white;9.6;medium;bar;EE.UU.
16-05-2022;11.7;0.49;0.49;2.2;0.083;5;15;3.19;0.43;;white;9.2;medium;bar;EE.UU.
16-05-2022;8.8;0.47;0.49;2.9;0.085;17;110;3.29;0.6;;red;9.8;medium;store;EE.UU.
16-05-2022;12.3;0.5;0.49;2.2;0.089;5;14;3.19;0.44;;red;9.6;medium;store;EE.UU.
16-05-2022;10.6;0.31;0.49;2.2;0.063;18;40;3.14;0.51;;red;9.8;medium;restaurant;EE.UU.
17-05-2022;11.8;0.33;0.49;3.4;0.093;54;80;3.3;0.76;;white;10.7;high;store;EE.UU.
17-05-2022;7.3;0.73;0.24;1.9;0.108;18;102;3.26;0.59;;white;9.3;medium;restaurant;EE.UU.
17-05-2022;12;0.28;0.49;1.9;0.074;10;21;2.98;0.66;;red;9.9;high;bar;EE.UU.
17-05-2022;11.1;0.31;0.49;2.7;0.094;16;47;3.12;1.02;;white;10.6;high;store;EE.UU.
17-05-2022;7.6;0.51;0.24;2.4;0.091;8;38;3.47;0.66;;white;9.6;medium;restaurant;EE.UU.
18-05-2022;10.2;0.29;0.49;2.6;0.059;5;13;3.05;0.74;;red;10.5;high;store;EE.UU.
18-05-2022;9;0.45;0.49;2.6;0.084;21;75;3.35;0.57;;white;9.7;medium;bar;EE.UU.
18-05-2022;5;0.42;0.24;2;0.06;19;50;3.72;0.74;;white;14;high;bar;EE.UU.
18-05-2022;6.6;0.39;0.49;1.7;0.07;23;149;3.12;0.5;;white;11.5;medium;bar;EE.UU.
19-05-2022;9;0.45;0.49;2.6;0.084;21;75;3.35;0.57;;white;9.7;medium;bar;EE.UU.
19-05-2022;12.7;0.59;0.45;2.3;0.082;11;22;3;0.7;;white;9.3;medium;bar;EE.UU.
19-05-2022;7.9;0.72;0.17;2.6;0.096;20;38;3.4;0.53;0.9978;red;9.5;medium;restaurant;EE.UU.
19-05-2022;9.9;0.49;0.58;3.5;0.094;9;43;3.29;0.58;;white;9;medium;restaurant;EE.UU.
19-05-2022;8.5;0.585;0.18;2.1;0.078;5;30;3.2;0.48;;white;9.8;medium;restaurant;EE.UU.
19-05-2022;13.2;0.46;0.52;2.2;0.071;12;35;3.1;0.56;;red;9;medium;bar;EE.UU.
19-05-2022;8.9;0.595;0.41;7.9;0.086;30;109;3.27;0.57;;red;9.3;medium;store;EE.UU.
19-05-2022;11.9;0.58;0.58;1.9;0.071;5;18;3.09;0.63;;white;10;medium;store;EE.UU.
19-05-2022;8.2;0.915;0.27;2.1;0.088;7;23;3.26;0.47;0.9962;red;10;low;restaurant;EE.UU.
19-05-2022;12.4;0.4;0.51;2;0.059;6;24;3.04;0.6;;red;9.3;medium;store;EE.UU.
20-05-2022;8.3;0.58;0.13;2.9;0.096;14;63;3.17;0.62;0.9984;red;9.1;medium;restaurant;EE.UU.
20-05-2022;9.4;;0.48;4.6;0.072;10;20;3.34;0.79;;red;12.2;high;restaurant;EE.UU.
20-05-2022;8.3;0.6;0.13;2.6;0.085;6;24;3.31;0.59;;white;9.2;medium;store;EE.UU.
20-05-2022;13.2;0.46;0.52;2.2;0.071;12;35;3.1;0.56;10.006;red;9;medium;store;EE.UU.
20-05-2022;8.8;0.48;0.41;3.3;0.092;26;52;3.31;0.53;;red;10.5;medium;bar;EE.UU.
20-05-2022;7.7;0.835;0;2.6;0.081;6;14;3.3;0.52;;red;9.3;medium;store;EE.UU.
21-05-2022;9.6;0.6;0.5;2.3;;28;71;3.5;0.57;;white;9.7;medium;bar;EE.UU.
21-05-2022;6.3;0.36;0.19;3.2;0.075;15;39;3.56;0.52;;red;12.7;medium;restaurant;EE.UU.
21-05-2022;7.5;0.64;0;2.4;0.077;18;29;3.32;0.6;;red;10;medium;store;EE.UU.
21-05-2022;11.5;0.31;0.51;2.2;0.079;14;28;3.03;0.93;;red;9.8;medium;bar;EE.UU.
21-05-2022;10.1;0.65;0.37;5.1;0.11;11;65;3.32;0.64;10.026;white;10.4;medium;bar;EE.UU.
21-05-2022;13.2;0.38;0.55;2.7;0.081;5;16;2.98;0.54;;white;9.4;medium;bar;EE.UU.
21-05-2022;9.6;0.6;0.5;2.3;0.079;28;71;3.5;0.57;;red;9.7;medium;restaurant;EE.UU.
21-05-2022;9.2;0.755;0.18;2.2;0.148;10;103;2.87;1.36;0.9969;red;10.2;medium;bar;EE.UU.
21-05-2022;8.2;0.39;0.38;1.5;0.058;10;29;3.26;0.74;;white;9.8;medium;restaurant;EE.UU.
21-05-2022;8.8;0.24;0.54;2.5;0.083;25;57;3.39;0.54;;white;9.2;medium;bar;EE.UU.
23-05-2022;11.4;0.46;0.5;2.7;0.122;4;17;3.13;0.7;;white;10.2;medium;bar;EE.UU.
23-05-2022;11.3;0.37;0.41;2.3;0.088;6;16;3.09;0.8;;white;9.3;medium;restaurant;EE.UU.
23-05-2022;8.3;0.54;0.24;3.4;0.076;16;112;3.27;0.61;0.9976;white;9.4;medium;restaurant;EE.UU.
24-05-2022;8.2;0.56;0.23;3.4;0.078;14;104;3.28;0.62;;red;9.4;medium;bar;EE.UU.
24-05-2022;10;0.58;0.22;1.9;0.08;9;32;3.13;0.55;0.9974;white;9.5;medium;restaurant;EE.UU.
24-05-2022;7.9;0.51;0.25;2.9;0.077;21;45;3.49;0.96;;red;12.1;medium;bar;EE.UU.
24-05-2022;6.8;0.69;0;5.6;0.124;21;58;3.46;0.72;;white;10.2;medium;restaurant;EE.UU.
25-05-2022;8.7;0.54;0.26;2.5;0.097;7;31;3.27;0.6;;white;9.3;medium;store;EE.UU.
25-05-2022;7.6;0.685;0.23;2.3;0.111;20;84;3.21;0.61;;white;9.3;medium;restaurant;EE.UU.
25-05-2022;6.8;0.69;0;5.6;0.124;21;58;3.46;0.72;;white;10.2;medium;restaurant;EE.UU.
25-05-2022;8.8;0.6;0.29;2.2;0.098;5;15;3.36;0.49;;white;9.1;medium;restaurant;EE.UU.
25-05-2022;8.8;0.6;0.29;2.2;0.098;5;15;3.36;0.49;;white;9.1;medium;restaurant;EE.UU.
26-05-2022;8.7;0.84;0;1.4;0.065;24;33;3.27;0.55;;white;9.7;medium;store;EE.UU.
26-05-2022;10.1;0.935;0.22;3.4;0.105;11;86;3.43;0.64;;red;11.3;low;bar;EE.UU.
26-05-2022;7.9;0.35;0.21;1.9;0.073;46;102;3.27;0.58;0.9964;red;9.5;medium;restaurant;EE.UU.
26-05-2022;8.7;0.54;0.26;2.5;0.097;7;31;3.27;0.6;0.9976;white;9.3;medium;store;EE.UU.
26-05-2022;10.4;;0.54;2.7;0.105;5;19;3.25;0.63;;red;9.5;medium;store;EE.UU.
26-05-2022;7.6;0.41;0.14;3;0.087;21;43;3.32;0.57;0.9964;white;10.5;medium;store;EE.UU.
26-05-2022;9.6;0.88;0.28;2.4;0.086;30;147;3.24;0.53;;white;9.4;medium;restaurant;EE.UU.
27-05-2022;9.5;0.59;0.44;2.3;;21;68;3.46;0.63;;red;9.5;medium;store;EE.UU.
27-05-2022;9.5;;0.27;2.3;0.084;31;145;3.24;0.53;;white;9.4;medium;restaurant;EE.UU.
27-05-2022;8.9;0.29;0.35;1.9;0.067;25;57;3.18;1.36;0.997;white;10.3;medium;bar;EE.UU.
27-05-2022;7.7;0.915;0.12;2.2;0.143;7;23;3.35;0.65;;white;10.2;high;restaurant;EE.UU.
27-05-2022;9.5;0.59;0.44;2.3;0.071;21;68;3.46;0.63;;white;9.5;medium;restaurant;EE.UU.
27-05-2022;9.9;0.54;0.45;2.3;0.071;16;40;3.39;0.62;;red;9.4;medium;restaurant;EE.UU.
27-05-2022;9.9;0.54;0.45;2.3;0.071;16;40;3.39;0.62;;white;9.4;medium;store;EE.UU.
28-05-2022;7.8;0.64;0.1;6;0.115;5;11;3.37;0.69;;white;10.1;high;bar;EE.UU.
28-05-2022;8.7;0.48;0.3;2.8;0.066;10;28;3.33;0.67;;red;11.2;high;restaurant;EE.UU.
28-05-2022;8.3;0.845;0.01;2.2;0.07;5;14;3.32;0.58;;red;11;low;store;EE.UU.
28-05-2022;7.3;0.67;0.05;3.6;0.107;6;20;3.4;0.63;;red;10.1;medium;restaurant;EE.UU.
28-05-2022;9.9;0.54;0.45;2.3;0.071;16;40;3.39;0.62;;white;9.4;medium;store;EE.UU.
01-06-2022;9.8;0.88;0.25;2.5;0.104;35;155;3.41;0.67;;white;11.2;medium;store;EE.UU.
01-06-2022;10.7;0.43;0.39;2.2;0.106;8;32;2.89;0.5;;red;9.6;medium;restaurant;EE.UU.
01-06-2022;9.7;0.55;0.17;2.9;0.087;20;53;3.14;0.61;;red;9.4;medium;restaurant;EE.UU.
01-06-2022;6.7;0.42;0.27;8.6;0.068;24;148;3.16;0.57;;white;11.3;medium;restaurant;EE.UU.
01-06-2022;15.9;0.36;0.65;7.5;0.096;22;71;2.98;0.84;0.9976;red;14.9;medium;bar;EE.UU.
01-06-2022;9.4;0.33;0.59;2.8;0.079;9;30;3.12;0.54;0.9976;white;12;medium;bar;EE.UU.
01-06-2022;8.6;0.47;0.47;2.4;0.074;7;29;3.08;0.46;;red;9.5;medium;restaurant;EE.UU.
02-06-2022;7.2;0.57;0.06;1.6;0.076;9;27;3.36;0.7;;white;9.6;medium;restaurant;EE.UU.
02-06-2022;12;0.5;0.59;1.4;0.073;23;42;2.92;0.68;;white;10.5;high;store;EE.UU.
02-06-2022;7.1;0.84;0.02;4.4;0.096;5;13;3.41;0.57;;red;11;low;bar;EE.UU.
02-06-2022;10.7;0.43;0.39;2.2;0.106;8;32;2.89;0.5;;red;9.6;medium;bar;EE.UU.
02-06-2022;7.2;0.52;0.07;1.4;0.074;5;20;3.32;0.81;0.9973;white;9.6;medium;bar;EE.UU.
02-06-2022;7.2;0.52;0.07;1.4;0.074;5;20;3.32;0.81;;white;9.6;medium;restaurant;EE.UU.
02-06-2022;7.5;0.42;0.31;1.6;0.08;15;42;3.31;0.64;;white;9;medium;store;EE.UU.
03-06-2022;9.4;0.59;0.14;2;0.084;25;48;3.14;0.56;;white;9.7;medium;bar;EE.UU.
03-06-2022;12.1;0.4;0.52;2;0.092;15;54;3.03;0.66;;white;10.2;medium;bar;EE.UU.
03-06-2022;11.3;0.34;0.45;2;0.082;6;15;2.94;0.66;;white;9.2;medium;bar;EE.UU.
03-06-2022;10.1;0.28;0.46;1.8;0.05;5;13;3.04;0.79;;white;10.2;medium;store;EE.UU.
03-06-2022;8.3;0.49;0.36;1.8;0.222;6;16;3.18;0.6;;white;9.5;medium;restaurant;EE.UU.
04-06-2022;8.2;0.73;0.21;1.7;0.074;5;13;3.2;0.52;;red;9.5;medium;store;EE.UU.
04-06-2022;6.9;0.4;0.24;2.5;0.083;30;45;3.26;0.58;0.9959;white;10;medium;restaurant;EE.UU.
04-06-2022;10.8;0.4;0.41;2.2;0.084;7;17;3.08;0.67;;white;9.3;medium;restaurant;EE.UU.
04-06-2022;11.3;0.34;0.45;2;0.082;6;15;2.94;0.66;;red;9.2;medium;bar;EE.UU.
04-06-2022;8.2;0.73;0.21;1.7;0.074;5;13;3.2;0.52;;red;9.5;medium;store;EE.UU.
04-06-2022;10;0.73;0.43;2.3;0.059;15;31;3.15;0.57;;white;11;medium;restaurant;EE.UU.
04-06-2022;9.8;1.24;0.34;2;0.079;32;151;3.15;0.53;;red;9.5;medium;restaurant;EE.UU.
05-06-2022;10.8;0.4;0.41;2.2;0.084;7;17;3.08;0.67;;white;9.3;medium;store;EE.UU.
05-06-2022;10.8;0.26;0.45;3.3;0.06;20;49;3.13;0.54;;red;9.6;medium;bar;EE.UU.
05-06-2022;13.3;0.43;0.58;1.9;0.07;15;40;3.06;0.49;;red;9;medium;bar;EE.UU.
05-06-2022;8.6;0.8;0.11;2.3;0.084;12;31;3.4;0.48;0.9979;red;9.9;medium;restaurant;EE.UU.
05-06-2022;9.3;0.41;0.39;2.2;0.064;12;31;3.26;0.65;;white;10.2;medium;bar;EE.UU.
05-06-2022;8.3;0.78;0.1;2.6;0.081;45;87;3.48;0.53;;white;10;medium;store;EE.UU.
05-06-2022;8;0.45;0.23;2.2;0.094;16;29;3.21;0.49;;red;10.2;medium;restaurant;EE.UU.
06-06-2022;8.5;0.46;0.31;2.25;0.078;32;58;3.33;0.54;;white;9.8;medium;store;EE.UU.
06-06-2022;8.1;0.78;0.23;2.6;0.059;5;15;3.37;0.56;;red;11.3;medium;store;EE.UU.
06-06-2022;9.8;0.98;0.32;2.3;0.078;35;152;3.25;0.48;;red;9.4;medium;store;EE.UU.
06-06-2022;8.1;0.78;0.23;2.6;0.059;5;15;3.37;0.56;;white;11.3;medium;bar;EE.UU.
07-06-2022;7.4;1.185;0;4.25;0.097;5;14;3.63;0.54;0.9966;red;10.7;low;bar;EE.UU.
07-06-2022;7.7;0.66;0.04;1.6;0.039;4;9;3.4;0.47;;red;9.4;medium;restaurant;EE.UU.
07-06-2022;9.1;0.64;0.23;3.1;0.095;13;38;3.28;0.59;;red;9.7;medium;restaurant;EE.UU.
07-06-2022;7.1;0.65;0.18;1.8;0.07;13;40;3.44;0.6;;red;9.1;medium;bar;EE.UU.
07-06-2022;8.1;0.38;0.48;1.8;0.157;5;17;3.3;1.05;0.9976;red;9.4;medium;bar;EE.UU.
08-06-2022;9;0.48;0.32;2.8;0.084;21;122;3.32;0.62;;white;9.4;medium;store;EE.UU.
08-06-2022;9.2;0.92;0.24;2.6;0.087;12;93;3.48;0.54;;white;9.8;medium;restaurant;EE.UU.
08-06-2022;8.6;0.49;0.51;2;0.422;16;62;3.03;1.17;0.9979;red;9;medium;store;EE.UU.
09-06-2022;7;0.65;0.02;2.1;0.066;8;25;3.47;0.67;;white;9.5;medium;bar;EE.UU.
09-06-2022;5.1;0.47;0.02;1.3;0.034;18;44;3.9;0.62;;white;12.8;medium;restaurant;EE.UU.
09-06-2022;9;0.47;0.31;2.7;0.084;24;125;3.31;0.61;0.9984;red;9.4;medium;restaurant;EE.UU.
09-06-2022;7;0.65;0.02;2.1;0.066;8;25;3.47;0.67;0.9972;white;9.5;medium;bar;EE.UU.
10-06-2022;11.8;0.38;0.55;2.1;0.071;5;19;3.11;0.62;;white;10.8;medium;restaurant;EE.UU.
10-06-2022;7;0.64;0.02;2.1;0.067;9;23;3.47;0.67;;red;9.4;medium;restaurant;EE.UU.
10-06-2022;10.6;1.02;0.43;2.9;0.076;26;88;3.08;0.57;0.9984;red;10.1;medium;bar;EE.UU.
10-06-2022;9.4;0.615;0.28;3.2;0.087;18;72;3.31;0.53;;white;9.7;medium;store;EE.UU.
